image,method,tp,fp,fn,tn,iou,dice,precision,recall,specificity,accuracy
11289-3,TAFE_full,1260,33,471,63772,0.7142857143019112,0.8333333333388447,0.9744779582386328,0.7279029462895492,0.9994827991536721,0.9923095703125118
11289-4,Otsu,2399,15722,19,47396,0.13224917310290932,0.233604362436177,0.1323878373206093,0.9921422663361397,0.7509109921104108,0.759811401367554
11289-4,Adaptive,2263,22107,155,41011,0.0922731906255157,0.1689562490698486,0.09286007386502723,0.935897435900087,0.6497512595461679,0.6603088378911434
11289-4,Canny,1937,13289,481,49829,0.1233208123822288,0.21956472455667894,0.12721660318450534,0.8010752688254312,0.7894578408698161,0.7898864746096956
11289-4,Blackhat,2319,3966,99,59152,0.36325187970922224,0.5329196828733433,0.3689737470267466,0.959057071961991,0.9371653094205501,0.9379730224610321
11289-4,UNet_no_TAFE,2223,1367,195,61751,0.587318361965989,0.740013315583555,0.6192200557209131,0.9193548387130126,0.9783421527932153,0.9761657714844114
11289-4,TAFE_channel,1721,40,697,63078,0.700162733942223,0.8236420196261393,0.9772856331642654,0.7117452440152298,0.9993662663582507,0.9887542724609547
11289-4,TAFE_spatial,1879,230,539,62888,0.7095921450260729,0.8301303291400457,0.8909435751592726,0.7770885029041734,0.9963560315599411,0.9882659912109554
11289-4,TAFE_full,1690,39,728,63079,0.6878306878433932,0.8150470219480336,0.977443609023861,0.6989247311952472,0.9993821096992944,0.9882965087890804
11289-5,Otsu,1978,20173,17,43368,0.08922771563023625,0.16383666031987146,0.08929619430685162,0.9914786967422817,0.6825199477507712,0.6919250488285951
11289-5,Adaptive,1888,21153,107,42388,0.08156212200154846,0.1508228151495813,0.0819408879862769,0.9463659147896558,0.6670968351148595,0.675598144531745
11289-5,Canny,1670,13202,325,50339,0.10989010989596704,0.19801980198495273,0.11229155460521589,0.8370927318377397,0.7922286397762197,0.7935943603518775
11289-5,Blackhat,1948,10028,47,53513,0.16202278966013456,0.27886335982192495,0.16265865064159438,0.9764411027580732,0.8421806392725293,0.8462677001955471
11289-5,UNet_no_TAFE,1831,1129,164,62412,0.5861075544306624,0.739051463173783,0.6185810810939669,0.9177944862196594,0.9822319447286284,0.9802703857422176
11289-5,TAFE_channel,1435,44,560,63497,0.7037763609757834,0.8261370178518671,0.9702501690351419,0.7192982456281054,0.9993075337183877,0.9907836914062641
11289-5,TAFE_spatial,1575,140,420,63401,0.7377049180450724,0.8490566037776535,0.9183673469435354,0.789473684221079,0.9977966981948698,0.991455078125013
11289-5,TAFE_full,1400,36,595,63505,0.6893156080901371,0.8160886039109272,0.9749303621187374,0.701754385979862,0.9994334366786808,0.9903717041015772
11289-6,Otsu,3172,578,73,61713,0.8297148836037218,0.906933523947006,0.8458666666707769,0.9775038520808165,0.990720970926794,0.9900665283203277
11289-6,Adaptive,3034,21559,211,40732,0.1223189808130853,0.21797542927215324,0.12336843817702854,0.9349768875212642,0.653898637042825,0.6678161621098819
11289-6,Canny,1571,14045,1674,48246,0.0908617698143964,0.16658713748387366,0.10060194672707094,0.4841294299080392,0.7745260149945024,0.7601470947269285
11289-6,Blackhat,2146,13503,1099,48788,0.12813470265626858,0.22716206203436454,0.137133363159709,0.6613251155728405,0.7832271114610727,0.777191162109715
11289-6,UNet_no_TAFE,3176,1193,69,61098,0.7156376746346184,0.8342526924108976,0.7269398031648675,0.9787365177202239,0.9808479555634347,0.9807434082031544
11289-6,TAFE_channel,2444,29,801,62262,0.7464874770999851,0.8548443511742769,0.9882733522042753,0.7531587057086854,0.9995344431779879,0.9873352050781443
11289-6,TAFE_spatial,2975,232,270,62059,0.8556226632195679,0.9221946683211067,0.9276582475856671,0.9167950693400063,0.9962755454239035,0.9923400878906367
11289-6,TAFE_full,2495,39,750,62252,0.7597442143800321,0.8634711887893498,0.9846093133392024,0.7688751926111287,0.9993739063428113,0.9879608154297058
11289-7,Otsu,3398,537,184,61417,0.8249575139639486,0.9040840760954625,0.8635324015282457,0.9486320491359957,0.9913322787875015,0.9889984130859543
11289-7,Adaptive,3331,22152,251,39802,0.12943965182587455,0.22921039050669462,0.13071459404649877,0.9299274148539942,0.6424443942285527,0.6581573486333341
11289-7,Canny,1649,14266,1933,47688,0.0923913043529113,0.16915422885998277,0.10361294376937724,0.46035734228195546,0.7697323820903094,0.7528228759769396
11289-7,Blackhat,2056,14668,1526,47286,0.11265753425143749,0.2025017236324116,0.12293709639366815,0.5739810162039648,0.7632436969368188,0.752899169922252
11289-7,UNet_no_TAFE,3443,1128,139,60826,0.7309978768634607,0.8445970808310487,0.7532268650239942,0.9611948632059968,0.9817929431513998,0.980667114257842
11289-7,TAFE_channel,3097,67,485,61887,0.8487256782721643,0.9181737325834839,0.9788242730727299,0.8646007816899888,0.9989185524744183,0.9915771484375129
11289-7,TAFE_spatial,3233,240,349,61714,0.8458922030390923,0.9165131112697872,0.9308954794146014,0.9025683975459919,0.9961261581173191,0.9910125732422013
11289-7,TAFE_full,3039,53,543,61901,0.8360385144474267,0.9106982319461987,0.9828589909449269,0.8484087102219875,0.9991445265842414,0.9909057617187639
11289-8,Otsu,1600,20607,47,43282,0.07189718702672825,0.1341494089077968,0.07204935381153668,0.9714632665469665,0.6774562131201343,0.6848449707036058
11289-8,Adaptive,1602,22278,45,41611,0.06695924765280267,0.12551416147950986,0.06708542713958507,0.9726775956300743,0.6513014759979788,0.6593780517583323
11289-8,Canny,1328,9321,319,54568,0.12107950401968381,0.21600520495107345,0.12470654522373269,0.806314511244304,0.8541063406848532,0.8529052734377245
11289-8,Blackhat,1629,10333,18,53556,0.13597662772006697,0.2394003968018267,0.13618124060243955,0.9890710382520297,0.8382663682326562,0.8420562744143035
11289-8,UNet_no_TAFE,1538,1147,109,62742,0.5504652827648366,0.7100646352790844,0.5728119180792249,0.9338190649706243,0.9820469877443972,0.9808349609375292
11289-8,TAFE_channel,1318,77,329,63812,0.7645011601064675,0.8665351742318693,0.9448028673874693,0.8002428658287649,0.9987947847047242,0.9938049316406344
11289-8,TAFE_spatial,1359,152,288,63737,0.7554196776122613,0.8606713109607134,0.8994043679748905,0.825136612032475,0.997620873702832,0.9932861328125102
11289-8,TAFE_full,1287,51,360,63838,0.7579505300495907,0.8623115577935574,0.9618834080745976,0.7814207650405938,0.9992017405187134,0.993728637695322
11289-9,Otsu,1316,22333,0,41887,0.05564717324599075,0.10542759864167663,0.05564717324599075,1.0,0.6522422921213762,0.6592254638677075
11289-9,Adaptive,1312,21310,4,42910,0.057986387346159345,0.10961650931945184,0.05799664044267529,0.9969604863224194,0.6681719090631141,0.6747741699223713
11289-9,Canny,1170,6393,146,57827,0.15177065768385303,0.2635431918091728,0.15470051567956236,0.8890577507683087,0.9004515727189342,0.9002227783204647
11289-9,Blackhat,1316,9412,0,54808,0.12266964952346504,0.2185320491595937,0.12266964952346504,1.0,0.8534412955467869,0.8563842773439692
11289-9,UNet_no_TAFE,1289,1191,27,63029,0.5141603510365313,0.6791359325690428,0.5197580645354937,0.9794832826763311,0.9814543755839591,0.9814147949219033
11289-9,TAFE_channel,1100,106,216,64114,0.7735583685110016,0.8723235527409864,0.912106135994021,0.8358662614106485,0.9983494238554993,0.9950866699218825
11289-9,TAFE_spatial,1164,212,152,64008,0.7617801047276322,0.8647845468103721,0.8459302325693365,0.8844984802519378,0.9966988477109986,0.9944458007812584
11289-9,TAFE_full,1082,108,234,64112,0.759831460691023,0.8635275339240412,0.9092436974866182,0.8221884498615358,0.9983182809093767,0.994781494140633
11294,Otsu,912,16360,22,48242,0.05273505262488299,0.10018675162528734,0.05280222325698933,0.9764453961481322,0.7467570663450872,0.7500305175785065
11294,Adaptive,919,22498,15,42104,0.03921987026698864,0.0754794464331014,0.03924499295793976,0.983940042828272,0.651744528033727,0.6564788818364616
11294,Canny,895,15302,39,49300,0.05512441488633207,0.10448893818747015,0.05525714639096587,0.9582441113535071,0.7631342682892741,0.7659149169925447
11294,Blackhat,911,12648,23,51954,0.0670740686271015,0.12571586283636435,0.06718784571821529,0.9753747323366836,0.8042165877220454,0.8066558837893575
11294,UNet_no_TAFE,796,1295,138,63307,0.3571108120521709,0.5262809917511974,0.38067910093827456,0.8522483940201019,0.9799541809851399,0.9781341552734709
11294,TAFE_channel,585,198,349,64404,0.5167844523395067,0.6814210833033535,0.7471264368139047,0.6263383298044606,0.9969350794093109,0.9916534423828253
11294,TAFE_spatial,753,524,181,64078,0.5164609053829587,0.681139755781043,0.5896632733289221,0.8062098501278148,0.9918887960125199,0.9892425537109539
11294,TAFE_full,624,232,310,64370,0.5351629502971558,0.6972067039275304,0.7289719626484846,0.6680942184509535,0.9964087799139401,0.9917297363281377
11295,Otsu,600,23622,0,41314,0.02477086946154417,0.048344210784592924,0.02477086946154417,1.0,0.6362264383398482,0.639556884766175
11295,Adaptive,599,22376,1,42560,0.026070682455492378,0.050816542952064406,0.02607181719683973,0.9983333333336111,0.6554145620308374,0.6585540771489585
11295,Canny,589,4742,11,60194,0.11025833023005881,0.19861743383580144,0.11048583757061553,0.9816666666697222,0.9269742515708899,0.9274749755860482
11295,Blackhat,600,16774,0,48162,0.03453436169543839,0.06676310226401044,0.03453436169543839,1.0,0.7416841197490734,0.7440490722660156
11295,UNet_no_TAFE,585,1085,15,63851,0.3471810089408201,0.5154185022239904,0.350299401236509,0.9750000000041666,0.983291240606161,0.9832153320312756
11295,TAFE_channel,452,125,148,64811,0.6234482759140072,0.7680543755507174,0.7833622184084295,0.7533333333744445,0.9980750277196038,0.9958343505859438
11295,TAFE_spatial,560,282,40,64654,0.6349206349620271,0.7766990291416991,0.6650831354317003,0.9333333333444445,0.9956572625354262,0.9950866699218825
11295,TAFE_full,490,138,110,64798,0.6639566396119301,0.798045602622309,0.7802547771050551,0.8166666666972223,0.9978748306024426,0.9962158203125058
11296-1,Otsu,2577,20180,9,42770,0.11319511552704385,0.2033697668026541,0.11323988223793452,0.9965197215778608,0.6794281175541232,0.6919403076176576
11296-1,Adaptive,2420,18522,166,44428,0.11464847451622773,0.20571234274394035,0.11555725337066393,0.9358081979916547,0.7057664813348598,0.7148437500004351
11296-1,Canny,2039,930,547,62020,0.5799203640620045,0.7341134113459206,0.6867632199499238,0.7884764114544287,0.9852263701350513,0.9774627685547219
11296-1,Blackhat,2497,5685,89,57265,0.30189819853340705,0.4637815750421268,0.3051821070727795,0.9655839133810679,0.9096902303416844,0.9118957519532594
11296-1,UNet_no_TAFE,1396,86,1190,62864,0.5224550898382315,0.6863323500568748,0.9419703103952787,0.5398298530727058,0.99863383637808,0.9805297851562798
11296-1,TAFE_channel,1307,23,1279,62927,0.500958221559948,0.6675178753915343,0.9827067669185935,0.5054137664537737,0.999634630659254,0.9801330566406553
11296-1,TAFE_spatial,1155,11,1431,62939,0.44474393533135376,0.6156716418012881,0.9905660377366582,0.4466357308798672,0.9998252581413823,0.9779968261719085
11296-1,TAFE_full,1122,6,1464,62944,0.4328703703922504,0.604200323112434,0.9946808510643014,0.43387470999869016,0.9999046862589358,0.9775695800781592
11296-10,Otsu,1825,24707,23,38981,0.0687252871434053,0.12861169838221065,0.06878486356449275,0.987554112554786,0.6120619268942155,0.6226501464849508
11296-10,Adaptive,1805,22357,43,41331,0.0745713695555688,0.13879277201407614,0.07470408079184379,0.9767316017328609,0.6489605577194307,0.6582031250005216
11296-10,Canny,1535,6592,313,57096,0.1818720379243854,0.30776942356583686,0.18887658423540205,0.8306277056368708,0.8964954151490132,0.8946380615235983
11296-10,Blackhat,1812,13868,36,49820,0.1152965131132903,0.20675490643994318,0.11556122449543647,0.9805194805205346,0.7822509734961339,0.7878417968753237
11296-10,UNet_no_TAFE,1469,583,379,63105,0.6042780748825883,0.7533333333396581,0.7158869395849958,0.7949134199245177,0.9908459992463402,0.9853210449218974
11296-10,TAFE_channel,1168,77,680,63611,0.6067532467736751,0.7552537989086565,0.9381526104467347,0.6320346320545436,0.9987909810325355,0.9884490966797052
11296-10,TAFE_spatial,1338,172,510,63516,0.6623762376404765,0.7969029184098599,0.8860927152393316,0.7240259740409077,0.9972993342544949,0.9895935058593909
11296-10,TAFE_full,1145,64,703,63624,0.598849372405918,0.7491004252617239,0.9470636890035514,0.6195887446093297,0.9989951011179515,0.9882965087890804
11296-11,Otsu,1951,21792,13,41780,0.08212662064706969,0.15178745089216247,0.08217158741910385,0.9933808553974857,0.6572075756627804,0.6672821044926952
11296-11,Adaptive,1937,21257,27,42315,0.08341587356667061,0.15398680340585902,0.08351297749813093,0.9862525458255472,0.6656232303535116,0.6752319335942456
11296-11,Canny,1865,5329,99,58243,0.25572466749957873,0.40729416903901183,0.2592438142999827,0.9495926680270065,0.9161737872020447,0.9171752929688763
11296-11,Blackhat,1930,12051,34,51521,0.13770959686665923,0.24208215742087122,0.13804448895545351,0.982688391039578,0.8104354118168212,0.8155975341799688
11296-11,UNet_no_TAFE,1613,818,351,62754,0.5797987059820346,0.7340159271960406,0.6635129576444463,0.8212830957321139,0.9871326999308074,0.9821624755859647
11296-11,TAFE_channel,1328,124,636,63448,0.6360153256879304,0.7775175644093233,0.9146005509700689,0.6761710794462235,0.9980494557352324,0.9884033203125177
11296-11,TAFE_spatial,1417,180,547,63392,0.6609141791202933,0.7958438640888558,0.887288666256275,0.7214867617249753,0.9971685647769503,0.9889068603515794
11296-11,TAFE_full,1224,86,740,63486,0.5970731707513623,0.7477092241982984,0.9343511450431793,0.6232179226261091,0.9986472031712096,0.9873962402343942
11296-12,Otsu,2478,17236,16,45806,0.12559553979155805,0.2231628242109908,0.1256974738808679,0.9935846030475708,0.7265949684341763,0.7367553710941517
11296-12,Adaptive,2436,20971,58,42071,0.10381419135263663,0.18810084553033435,0.10407143162684636,0.9767441860474441,0.6673487516264278,0.6791229248051771
11296-12,Canny,1702,3442,792,59600,0.28672506739746084,0.44566640482527276,0.3308709175868805,0.682437850854754,0.9454014783795797,0.9353942871094736
11296-12,Blackhat,2432,7681,62,55361,0.23901719902467794,0.3858174030349344,0.24048254722396434,0.9751403368093368,0.8781605913519905,0.8818511962892428
11296-12,UNet_no_TAFE,1770,483,724,62559,0.594558280161419,0.7457341478882298,0.7856191744436033,0.7097032879025781,0.9923384410393192,0.9815826416015906
11296-12,TAFE_channel,1509,74,985,62968,0.5876168224459651,0.7402501839651643,0.9532533164906347,0.6050521251160765,0.9988261793724837,0.9838409423828371
11296-12,TAFE_spatial,1634,110,860,62932,0.6274961597685293,0.7711184521054478,0.9369266055082037,0.6551724138069298,0.998255131499638,0.9851989746093975
11296-12,TAFE_full,1418,28,1076,63014,0.5622521808262391,0.7197969543218325,0.9806362378989878,0.5685645549491354,0.9995558516544533,0.9831542968750258
11296-13,Otsu,2480,17885,20,45151,0.12165808192729134,0.21692543188621505,0.12177755954273617,0.99200000000032,0.716273240688311,0.7267913818363544
11296-13,Adaptive,2469,19749,31,43287,0.11097127961206808,0.19977344445667217,0.1111261139656534,0.987600000000496,0.6867028364748926,0.6981811523442105
11296-13,Canny,1524,3236,976,59800,0.26569037658183947,0.4198347107517929,0.32016806724117297,0.6096000000156161,0.9486642553462329,0.935729980468848
11296-13,Blackhat,2440,3325,60,59711,0.41888412018165005,0.5904416212995711,0.4232437120655118,0.97600000000096,0.9472523637287467,0.9483489990235163
11296-13,UNet_no_TAFE,2256,720,244,62316,0.7006211180217198,0.8239590942325793,0.7580645161371617,0.902400000003904,0.9885779554540444,0.9852905273437724
11296-13,TAFE_channel,1997,131,503,62905,0.7590269859460652,0.8630077787410759,0.9384398496269531,0.7988000000080481,0.9979218224506664,0.9903259277343898
11296-13,TAFE_spatial,2104,149,396,62887,0.7942619856627308,0.8853355775323936,0.9338659565053765,0.841600000006336,0.9976362713370175,0.9916839599609502
11296-13,TAFE_full,1876,40,624,62996,0.7385826771756464,0.8496376811628252,0.9791231732787514,0.7504000000099841,0.9993654419696691,0.9898681640625154
11296-14,Otsu,2045,15376,36,48079,0.11714498482490035,0.2097220797907408,0.11738706159739747,0.982700624700495,0.7576865495236661,0.7648315429691088
11296-14,Adaptive,2060,19808,21,43647,0.09411119740922787,0.17203223516985247,0.09420157307895462,0.9899086977419553,0.687841777638188,0.6974334716801491
11296-14,Canny,1501,3112,580,60343,0.2890429424361825,0.44846130864283745,0.3253847821520619,0.7212878423968627,0.9509573713656119,0.9436645507813359
11296-14,Blackhat,1996,1705,85,61750,0.5272054939374748,0.6904185403028291,0.5393136990127179,0.9591542527650576,0.973130564967342,0.9726867675781666
11296-14,UNet_no_TAFE,1990,841,91,62614,0.681040383310026,0.810260586323081,0.7029318262203134,0.9562710235484734,0.9867465132771464,0.9857788085937716
11296-14,TAFE_channel,1840,200,241,63255,0.8066637439804182,0.8929871390465182,0.9019607843185313,0.8841902931338689,0.9968481601134712,0.9932708740234477
11296-14,TAFE_spatial,1864,240,217,63215,0.8031021111674667,0.8908004778998614,0.8859315589407828,0.8957232100002056,0.9962177921361655,0.9930267333984482
11296-14,TAFE_full,1719,115,362,63340,0.782786885255793,0.878160919543342,0.9372955289020013,0.8260451705994213,0.9981876920652459,0.9927215576171986
